Gene	Chr	Strand	MaxPosition	Fit.max.pos	Fit.start	Fit.end	mu	sigma	k	exon.intron	exon.pos	LogLik	polyA_ID
Akap8l	chr17	-1	32321689	32321614	32321424	32321995	225.685340910273	90.5721748317849	3148.74573030783	across-junctions	(32321424,32321784)(32321896,32321995)	-4267.9138649292	Akap8l:chr17:32321424-32321995:-1
Rnd3	chr2	-1	51130621	51130508	51130438	51130709	187.199644035527	67.1009932682485	1011.73452539799	no-junctions	NA	-2634.12813041908	Rnd3:chr2:51130438-51130709:-1
Rnd3	chr2	-1	51131039	51131034	51130833	51131235	295.834431618811	67.9478057491815	876.615411279801	no-junctions	NA	-3304.51044747856	Rnd3:chr2:51130833-51131235:-1
Rnd3	chr2	-1	51131593	51131573	51131174	51131972	280.316928479503	133.138842058282	223.003288538301	no-junctions	NA	-3251.09212498671	Rnd3:chr2:51131174-51131972:-1
Naa20	chr2	1	145916152	145916133	145915917	145916349	281.892857777458	72.8245961541982	13365.2921143611	no-junctions	NA	-4256.48870783152	Naa20:chr2:145915917-145916349:1
Rnd3	chr2	-1	51132020	51132059	51131660	51132458	339.554047321889	133.539552221755	217.033455374143	no-junctions	NA	-3167.47600998309	Rnd3:chr2:51131660-51132458:-1
Tmem143	chr7	1	45917223	45917216	45916997	45917413	293.184893826434	73.0736647231972	548.859434314636	no-junctions	NA	-1937.66667238003	Tmem143:chr7:45916997-45917413:1
Tmem143	chr7	1	45897826	45897815	45897611	45898019	289.439697891516	68.8451964373855	393.799501189126	no-junctions	NA	-2445.93668959828	Tmem143:chr7:45897611-45898019:1
Glod4	chr11	-1	76221948	76221935	76221725	76233230	287.794102379306	70.7321666131771	3419.60502052998	across-junctions	(76221725,76222030)(76233022,76233107)(76233202,76233230)	-3693.10140972047	Glod4:chr11:76221725-76233230:-1
Glod4	chr11	-1	76220840	76220848	76220635	76221061	308.849450876269	71.5606384087839	1698.93502723147	no-junctions	NA	-3542.73143424511	Glod4:chr11:76220635-76221061:-1
Glod4	chr11	-1	76177140	76177155	76176939	76177371	315.129870344579	72.2259644866297	1671.62526447958	no-junctions	NA	-3138.29647705599	Glod4:chr11:76176939-76177371:-1
Glod4	chr11	-1	76210742	76210760	76210541	76210979	318.975184980032	73.1572430967106	271.285124674409	no-junctions	NA	-2263.367470213	Glod4:chr11:76210541-76210979:-1
Glod4	chr11	-1	76174635	76174648	76166146	76174771	313.236821676269	41.095147393797	267.474379902444	across-junctions	(76166146,76166247)(76174627,76174771)	-2599.17288268671	Glod4:chr11:76166146-76174771:-1
Glod4	chr11	-1	76220537	76220512	76220437	76220587	275.36291315398	25.9099059032631	173.458995853962	no-junctions	NA	-2662.01381159069	Glod4:chr11:76220437-76220587:-1
Arrdc2	chr8	-1	70835319	70835212	70835129	70835404	193.293255841114	64.3727720694524	628.538096917596	no-junctions	NA	-2140.00804388859	Arrdc2:chr8:70835129-70835404:-1
Nlk	chr11	-1	78585231	78585304	78585043	78585565	373.053807252441	87.6698999884688	3060.43833839213	no-junctions	NA	-4751.02069857649	Nlk:chr11:78585043-78585565:-1
Nlk	chr11	-1	78567356	78567251	78567168	78567479	195.79006876711	76.043331774362	1944.42518942281	no-junctions	NA	-3042.41794881084	Nlk:chr11:78567168-78567479:-1
Pipox	chr11	-1	77880800	77880694	77880615	77880910	194.481587731559	72.1194549548789	217.636989993883	no-junctions	NA	-1645.50384896826	Pipox:chr11:77880615-77880910:-1
Tnfaip1	chr11	-1	78523104	78523094	78522893	78523295	245.908359663893	67.2677525719306	1101.87871037668	no-junctions	NA	-67400.278625246	Tnfaip1:chr11:78522893-78523295:-1
Rplp1	chr9	-1	61913468	61913356	61913284	61913918	188.734907247213	65.9333493444197	322088.235838227	across-junctions	(61913284,61913520)(61913888,61913918)	-4990.2799415102	Rplp1:chr9:61913284-61913918:-1
Relt	chr7	-1	100846357	100846357	100846150	100846564	300.064072556639	69.1272836583837	524.919670131856	no-junctions	NA	-2975.11534636638	Relt:chr7:100846150-100846564:-1
Arpc5	chr1	1	152775387	152775383	152775179	152775587	296.258358438563	68.5108866422848	7557.98466771427	no-junctions	NA	-3617.94687608625	Arpc5:chr1:152775179-152775587:1
Arpc5	chr1	1	152774324	152774293	152771222	152774644	269.654664295329	117.16110703629	637.837941295801	across-junctions	(152771222,152771539)(152774260,152774644)	-3208.09382879274	Arpc5:chr1:152771222-152774644:1
Pitpna	chr11	1	75626541	75626538	75626337	75626739	297.210965176788	67.7447168567162	10752.9523774967	no-junctions	NA	-4131.19534643508	Pitpna:chr11:75626337-75626739:1
Pitpna	chr11	1	75628451	75628502	75628130	75628804	351.985655760926	124.695272148098	2659.51635432251	no-junctions	NA	-4340.4168406837	Pitpna:chr11:75628130-75628804:1
Pitpna	chr11	1	75625513	75625513	75620226	75626298	300.125595765772	66.9121158009722	2788.79160200141	across-junctions	(75620226,75620375)(75625465,75625529)(75626117,75626298)	-3500.85963318562	Pitpna:chr11:75620226-75626298:1
Pitpna	chr11	1	75598257	75598253	75598106	75598400	296.637736254122	49.9895620998413	628.736390936896	no-junctions	NA	-3381.25123746669	Pitpna:chr11:75598106-75598400:1
Eya2	chr2	1	165771452	165771470	165771248	165771692	318.419793293387	74.7111653993061	899.294176778993	no-junctions	NA	-2798.89933974619	Eya2:chr2:165771248-165771692:1
Cyb5r3	chr15	-1	83153672	83153566	83153494	83153773	194.151789725117	69.6305555426015	3624.32462081707	no-junctions	NA	-2946.61491805952	Cyb5r3:chr15:83153494-83153773:-1
Uchl5	chr1	1	143806733	143806739	143799980	143806946	306.65212555489	69.251952117717	4526.03499126064	across-junctions	(143799980,143800033)(143802135,143802232)(143806684,143806946)	-3930.57512951079	Uchl5:chr1:143799980-143806946:1
Apoe	chr7	-1	19696456	19696466	19696259	19696673	310.597430904097	69.1154942403165	318622.277928338	no-junctions	NA	-6109.29582712024	Apoe:chr7:19696259-19696673:-1
Uchl5	chr1	1	143778143	143778140	143777933	143778347	297.17719919403	69.7885168765882	434.139090518246	no-junctions	NA	-2434.05562838895	Uchl5:chr1:143777933-143778347:1
Uchl5	chr1	1	143794737	143794724	143794408	143794904	287.40335352327	60.3884907730418	351.852187156195	across-junctions	(143794408,143794543)(143794680,143794904)	-3197.70875941192	Uchl5:chr1:143794408-143794904:1
Uchl5	chr1	1	143807128	143807130	143806944	143807316	302.718825320991	62.1469183435628	273.75022819141	no-junctions	NA	-2567.39566784868	Uchl5:chr1:143806944-143807316:1
Uchl5	chr1	1	143781097	143781111	143780922	143781300	314.336311854723	63.2437249545971	214.81917291533	no-junctions	NA	-1881.15399560458	Uchl5:chr1:143780922-143781300:1
Rps15a	chr7	-1	118109983	118109993	118109061	118115197	310.441473194278	64.56940888596	142090.769616206	across-junctions	(118109061,118109192)(118109933,118110017)(118114785,118114863)(118115109,118115197)	-5810.29974448802	Rps15a:chr7:118109061-118115197:-1
Pfn1	chr11	-1	70652023	70651901	70651850	70652039	178.00090925467	46.1736934265895	11979.4620620846	no-junctions	NA	-4261.61864621488	Pfn1:chr11:70651850-70652039:-1
Cuedc1	chr11	1	88193891	88193897	88193681	88194113	306.304943570687	72.940961687084	1641.32874593724	no-junctions	NA	-3887.27275246242	Cuedc1:chr11:88193681-88194113:1
Cuedc1	chr11	1	88099912	88099908	88099713	88100103	296.491292425266	65.4651951104851	231.784997081001	no-junctions	NA	-1829.79679374183	Cuedc1:chr11:88099713-88100103:1
Ccl8	chr11	1	82116597	82116603	82116044	82116783	306.83414129965	60.6126000897946	279.274921096693	across-junctions	(82116044,82116149)(82116529,82116783)	-1689.16712185074	Ccl8:chr11:82116044-82116783:1
6330409D20Rik	chr2	-1	32732811	32732704	32732620	32732929	193.362873344238	75.8237233458976	292.419944984283	no-junctions	NA	-1788.08939658323	6330409D20Rik:chr2:32732620-32732929:-1
Dhx40	chr11	-1	86769938	86769939	86769738	86770140	301.871824206171	67.7141352802	2127.36474101768	no-junctions	NA	-3281.46492199738	Dhx40:chr11:86769738-86770140:-1
Dhx40	chr11	-1	86769052	86768946	86768846	86769150	194.722643624608	68.0099350278073	208.779877645985	no-junctions	NA	-1815.46581210389	Dhx40:chr11:86768846-86769150:-1
Glra2	chrX	-1	165129208	165129098	165129017	165129305	190.947167191399	69.7655522967779	400.835554374208	no-junctions	NA	-1784.90177641115	Glra2:chrX:165129017-165129305:-1
Pnpo	chr11	-1	96938024	96937922	96937825	96938123	198.780261855456	67.4398791756444	2101.23563326615	no-junctions	NA	-2680.46346018428	Pnpo:chr11:96937825-96938123:-1
Ndel1	chr11	-1	68821642	68821548	68821434	68821764	206.311728264535	72.1169052329336	4138.04195022506	no-junctions	NA	-3167.48581472644	Ndel1:chr11:68821434-68821764:-1
Ndel1	chr11	-1	68843833	68843876	68843732	68844020	343.339909018625	48.5812969000953	193.304049886822	no-junctions	NA	-2800.89764290173	Ndel1:chr11:68843732-68844020:-1
Vcan	chr13	-1	89655470	89655353	89655312	89655566	183.649651723327	71.032243389592	232.913386294403	no-junctions	NA	-1679.05511788452	Vcan:chr13:89655312-89655566:-1
Zfyve27	chr19	1	42191543	42191534	42191336	42191732	291.944660235697	66.4867881934619	1103.97073312514	no-junctions	NA	-2498.95343437025	Zfyve27:chr19:42191336-42191732:1
Zfyve27	chr19	1	42194416	42194412	42194220	42194590	296.889176257198	64.4586918508788	530.340521452135	no-junctions	NA	-2159.70857990248	Zfyve27:chr19:42194220-42194590:1
Col4a3bp	chr13	1	96639995	96639980	96639770	96640167	285.196692596048	70.0831339124002	1170.1951701828	no-junctions	NA	-2510.42775737518	Col4a3bp:chr13:96639770-96640167:1
Scamp1	chr13	-1	94201624	94201620	94201422	94201818	296.659500827968	66.1234934836133	10569.4658340238	no-junctions	NA	-4324.62902076937	Scamp1:chr13:94201422-94201818:-1
Scamp1	chr13	-1	94203302	94203318	94203108	94203528	316.152446913729	70.4622655644358	1015.24968626844	no-junctions	NA	-3448.25267379789	Scamp1:chr13:94203108-94203528:-1
Mtx3	chr13	1	92858027	92858028	92857821	92858230	301.111380976126	69.3797735308996	688.128039974693	no-junctions	NA	-2067.49034477067	Mtx3:chr13:92857821-92858230:1
Gpx8	chr13	-1	113042950	113042851	113042753	113043052	201.445543290779	67.34434202266	4042.94037842484	no-junctions	NA	-3272.45405281903	Gpx8:chr13:113042753-113043052:-1
Zswim8	chr14	1	20723433	20723426	20723216	20723619	293.153006396417	70.3569488028309	1843.93834954717	no-junctions	NA	-2540.6643705269	Zswim8:chr14:20723216-20723619:1
Clpb	chr7	1	101790677	101790677	101790590	101790764	300.752192908316	29.7766186914942	1322.66810617053	no-junctions	NA	-3366.60515891497	Clpb:chr7:101790590-101790764:1
Clpb	chr7	1	101795271	101795279	101795072	101795486	308.147049361481	69.4676649576934	477.505517843709	no-junctions	NA	-2271.10284793436	Clpb:chr7:101795072-101795486:1
Nfix	chr8	-1	84704907	84704911	84704752	84705070	304.13203432376	53.8786620868296	436.328771797367	no-junctions	NA	-2892.1664589291	Nfix:chr8:84704752-84705070:-1
Gria3	chrX	1	41678418	41678414	41678213	41678601	296.205464841838	67.2852505097735	2420.32086487226	no-junctions	NA	-3047.82622000926	Gria3:chrX:41678213-41678601:1
Ltbp2	chr12	-1	84783394	84783287	84783212	84783482	193.638092545335	65.7504258555458	611.981161154141	no-junctions	NA	-2022.34697062294	Ltbp2:chr12:84783212-84783482:-1
Ccne1	chr7	-1	38098161	38098051	38097984	38098267	190.468017334018	72.3721572507603	670.25949782372	no-junctions	NA	-2151.26416998114	Ccne1:chr7:38097984-38098267:-1
Sf3a1	chr11	1	4180356	4180368	4180116	4180620	312.285358527852	84.7294592842281	2774.31846255567	no-junctions	NA	-3291.73515277306	Sf3a1:chr11:4180116-4180620:1
Sf3a1	chr11	1	4182317	4182328	4182115	4182541	311.887084794467	71.9020707856982	503.521167779809	no-junctions	NA	-2026.23879564268	Sf3a1:chr11:4182115-4182541:1
Ipo4	chr14	-1	55625919	55625921	55625702	55626253	302.971656123473	73.9540556171338	1433.74286872595	across-junctions	(55625702,55626040)(55626154,55626253)	-2951.26699626418	Ipo4:chr14:55625702-55626253:-1
Cd320	chr17	1	33848557	33848557	33848350	33848764	5467.32288773931	69.1078314886101	3223.37793853229	no-junctions	NA	-33016.7408833541	Cd320:chr17:33848350-33848764:1
Snx9	chr17	1	5931771	5931769	5931577	5931954	298.395999022847	64.9796686044547	648.146485355908	no-junctions	NA	-2084.33191230825	Snx9:chr17:5931577-5931954:1
Slc25a42	chr8	-1	70184526	70184418	70184340	70184643	192.593470430413	75.7593934330439	315.57897917436	no-junctions	NA	-1450.81113032116	Slc25a42:chr8:70184340-70184643:-1
Rgs19	chr2	-1	181688646	181688565	181688419	181688796	219.618035169417	77.8730312423006	1611.39624123091	no-junctions	NA	-2884.66342161495	Rgs19:chr2:181688419-181688796:-1
Prpf6	chr2	1	181655466	181655477	181654807	181655660	311.379640769786	70.0546491612195	1253.18595184347	across-junctions	(181654807,181654961)(181655422,181655660)	-2433.23858663831	Prpf6:chr2:181654807-181655660:1
Uck1	chr2	-1	32255181	32255075	32255002	32255288	194.340971734078	71.1713606159829	3886.74192757889	no-junctions	NA	-3098.21777577332	Uck1:chr2:32255002-32255288:-1
Clpp	chr17	1	56995998	56995994	56993477	56996186	296.352694690403	64.7797126928778	17893.7395608973	across-junctions	(56993477,56993552)(56995878,56996186)	-3768.41351441852	Clpp:chr17:56993477-56996186:1
Gtf2f1	chr17	-1	57003588	57003479	57003405	57003770	191.462471857803	67.9970625442056	3247.2701482261	across-junctions	(57003405,57003630)(57003721,57003770)	-2760.12794097987	Gtf2f1:chr17:57003405-57003770:-1
Plekha3	chr2	1	76696397	76696393	76696186	76696600	296.658195970583	69.070174362706	1790.31988470931	no-junctions	NA	-3890.43758016265	Plekha3:chr2:76696186-76696600:1
Plekha3	chr2	1	76680274	76680261	76675531	76682913	287.384416811739	67.514144298781	320.847625272872	across-junctions	(76675531,76675633)(76680163,76680278)(76682730,76682913)	-2401.30295988203	Plekha3:chr2:76675531-76682913:1
Plekha3	chr2	1	76696697	76696722	76696653	76696791	325.091557939322	23.1963156694035	174.288589464386	no-junctions	NA	-1995.05710810402	Plekha3:chr2:76696653-76696791:1
Ykt6	chr11	1	5967600	5967597	5967405	5967780	297.113815375624	64.70091852593	2397.85697686906	no-junctions	NA	-2656.69329992271	Ykt6:chr11:5967405-5967780:1
Ykt6	chr11	1	5966118	5966100	5962737	5966313	282.538986478235	71.2535156707632	2222.01194675119	across-junctions	(5962737,5962757)(5964561,5964661)(5966009,5966313)	-3746.47510433433	Ykt6:chr11:5962737-5966313:1
Ykt6	chr11	1	5962395	5961275	5959253	5964592	229.752430125248	71.8138065466805	342.252939785096	across-junctions	(5959253,5959378)(5961188,5961287)(5962337,5962440)(5962693,5962757)(5964561,5964592)	-3131.36336008036	Ykt6:chr11:5959253-5964592:1
Btbd6	chr12	1	112978759	112978746	112978536	112978945	287.032275702743	70.8178015188375	2419.16320540214	no-junctions	NA	-2689.1651637159	Btbd6:chr12:112978536-112978945:1
Nudt14	chr12	-1	112934912	112934923	112934722	112938430	311.342776558534	67.6138279514414	3152.53031873313	across-junctions	(112934722,112935049)(112938356,112938430)	-3430.25656532691	Nudt14:chr12:112934722-112938430:-1
Nudt14	chr12	-1	112934477	112934372	112934291	112934561	195.422366035962	63.3641398057554	456.590922251453	no-junctions	NA	-2044.54564257099	Nudt14:chr12:112934291-112934561:-1
Timmdc1	chr16	-1	38498545	38498436	38498347	38498661	191.432658745343	75.7450433763957	299.877611291189	no-junctions	NA	-2593.07722323351	Timmdc1:chr16:38498347-38498661:-1
Timm44	chr8	-1	4259920	4259816	4259731	4260020	196.108958803621	68.0905069618119	4220.20926027082	no-junctions	NA	-2797.75213827372	Timm44:chr8:4259731-4260020:-1
Map2k7	chr8	1	4247715	4247712	4247508	4247897	297.760741371825	68.4524886116716	1651.42992280917	no-junctions	NA	-2593.94651302612	Map2k7:chr8:4247508-4247897:1
Cdkn1b	chr6	1	134922004	134922000	134921087	134924511	296.944901051006	117.173436414342	215.421529627064	across-junctions	(134921087,134921393)(134921956,134922082)(134924243,134924511)	-2872.32856631177	Cdkn1b:chr6:134921087-134924511:1
Cdkn1b	chr6	1	134925310	134925314	134925068	134925513	304.015093667569	82.0706910451441	201.319988003118	no-junctions	NA	-2619.39590372364	Cdkn1b:chr6:134925068-134925513:1
Prkar2b	chr12	-1	31958666	31958560	31958476	31958761	194.531886530037	67.3550190997817	1044.65377309439	no-junctions	NA	-2559.78000406914	Prkar2b:chr12:31958476-31958761:-1
Ppp5c	chr7	-1	17004842	17004750	17004640	17004945	208.808343329441	65.9927579847638	6395.38312772038	no-junctions	NA	-3184.89331312525	Ppp5c:chr7:17004640-17004945:-1
Zfp959	chr17	1	55898741	55898742	55898532	55898928	301.329582392964	70.9628008603329	379.004193336177	no-junctions	NA	-2193.39103599544	Zfp959:chr17:55898532-55898928:1
Sult2b1	chr7	-1	45730176	45730071	45729983	45731302	195.556635147626	64.8472973986743	733.56275207939	across-junctions	(45729983,45730198)(45731238,45731302)	-2072.87626361632	Sult2b1:chr7:45729983-45731302:-1
Atp5d	chr10	1	80145624	80145617	80145413	80145818	293.163988324206	68.5347399130958	81710.6512509027	no-junctions	NA	-4495.59518596605	Atp5d:chr10:80145413-80145818:1
Bcl2l12	chr7	-1	44991419	44991309	44991222	44992791	190.90380383023	64.3140062481602	272.254361862398	across-junctions	(44991222,44991453)(44992744,44992791)	-1835.78738643817	Bcl2l12:chr7:44991222-44992791:-1
Cyth2	chr7	-1	45807774	45807782	45807578	45808071	308.535489080406	68.1823088595641	4417.29970040234	across-junctions	(45807578,45807847)(45807933,45808071)	-3691.26612162533	Cyth2:chr7:45807578-45808071:-1
Csnk1g2	chr10	1	80640548	80640545	80640335	80640749	297.622234417874	70.2218282569685	5377.07207895765	no-junctions	NA	-3288.1829761846	Csnk1g2:chr10:80640335-80640749:1
Csnk1g2	chr10	1	80640151	80640144	80639961	80640327	293.587776798297	61.5664039781408	380.338823643007	no-junctions	NA	-2842.17217262805	Csnk1g2:chr10:80639961-80640327:1
Prkcsh	chr9	1	22014025	22014025	22013075	22014222	300.278432063229	68.3327426102739	4711.88204186819	across-junctions	(22013075,22013165)(22013912,22014222)	-2869.28500859007	Prkcsh:chr9:22013075-22014222:1
Med29	chr7	-1	28386929	28386937	28386733	28391123	308.995120675579	68.4074771493203	10068.1631986059	across-junctions	(28386733,28387023)(28390812,28390895)(28391090,28391123)	-4112.36645822563	Med29:chr7:28386733-28391123:-1
Ess2	chr16	-1	17901947	17901955	17901775	17902135	308.92124647302	60.5498825449114	1082.12667268926	no-junctions	NA	-2845.96545629262	Ess2:chr16:17901775-17902135:-1
Ess2	chr16	-1	17900891	17900776	17900709	17900995	185.42274761553	73.8214471481947	395.910375207429	no-junctions	NA	-1891.60927177062	Ess2:chr16:17900709-17900995:-1
Rnf215	chr11	1	4140991	4140981	4140762	4141172	290.988112005396	73.0198254398992	2827.85145393643	no-junctions	NA	-2693.75471861758	Rnf215:chr11:4140762-4141172:1
Kpna6	chr4	-1	129644172	129644068	129643980	129644284	196.944665739224	72.5293664675425	945.07172702053	no-junctions	NA	-2126.57592441187	Kpna6:chr4:129643980-129644284:-1
Syce2	chr8	1	84887211	84887201	84885985	84887405	290.31990996112	68.4697813346423	1223.01744281003	across-junctions	(84885985,84886122)(84887135,84887405)	-2831.37834597958	Syce2:chr8:84885985-84887405:1
Efnb3	chr11	-1	69554283	69554185	69554092	69554392	202.444065688195	69.7900072026372	5647.89680734955	no-junctions	NA	-3221.16258391408	Efnb3:chr11:69554092-69554392:-1
