gene	pas	type	frac.c1	frac.c2
Dap	chr15:31274341:+	3' most exon	0.87	0.87
Dap	chr15:31274212:+	3' most exon	0.13	0.13
Fam173b	chr15:31617509:+	3' most exon	0.878	0.878
Fam173b	chr15:31624506:+	3' most exon	0.056	0.056
Fam173b	chr15:31624041:+	3' most exon	0.0656	0.0656
Sema5a	chr15:32696341:+	3' most exon	0.946	0.946
Sema5a	chr15:32689694:+	3' most exon	0.0538	0.0538
Sdc2	chr15:33034892:+	3' most exon	0.117	0.117
Sdc2	chr15:33032613:+	3' most exon	0.218	0.218
Sdc2	chr15:33034730:+	3' most exon	0.352	0.352
Sdc2	chr15:33033635:+	3' most exon	0.237	0.237
Sdc2	chr15:33033319:+	3' most exon	0.076	0.076
Mtdh	chr15:34143488:+	3' most exon	0.184	0.184
Mtdh	chr15:34141381:+	3' most exon	0.32	0.32
Mtdh	chr15:34142386:+	3' most exon	0.374	0.374
Mtdh	chr15:34143613:+	3' most exon	0.122	0.122
Matn2	chr15:34436242:+	3' most exon	0.794	0.794
Matn2	chr15:34436079:+	3' most exon	0.206	0.206
Pop1	chr15:34530646:+	3' most exon	0.815	0.815
Pop1	chr15:34532181:+	3' most exon	0.185	0.185
Kcns2	chr15:34843403:+	3' most exon	0.406	0.406
Kcns2	chr15:34840462:+	3' most exon	0.0937	0.0937
Kcns2	chr15:34843218:+	3' most exon	0.5	0.5
Vps13b	chr15:35931233:+	3' most exon	0.923	0.923
Vps13b	chr15:35930091:+	3' most exon	0.077	0.077
Spag1	chr15:36235621:+	3' most exon	0.513	0.513
Spag1	chr15:36235177:+	3' most exon	0.487	0.487
Atp6v1c1	chr15:38692444:+	3' most exon	0.578	0.578
Atp6v1c1	chr15:38679405:+	Internal exon	0.0567	0.0567
Atp6v1c1	chr15:38692198:+	3' most exon	0.366	0.366
Baalc	chr15:38951264:+	3' most exon	0.626	0.626
Baalc	chr15:38949688:+	3' most exon	0.109	0.109
Baalc	chr15:38949409:+	3' most exon	0.265	0.265
Fzd6	chr15:39038146:+	3' most exon	0.831	0.831
Fzd6	chr15:39031059:+	Internal exon	0.11	0.11
Fzd6	chr15:39033769:+	Intron	0.0586	0.0586
Dcaf13	chr15:39146856:+	3' most exon	0.919	0.919
Dcaf13	chr15:39146714:+	3' most exon	0.0809	0.0809
Rims2	chr15:39684373:+	3' most exon	0.366	0.366
Rims2	chr15:39682499:+	3' most exon	0.634	0.634
Emc2	chr15:43527773:+	3' most exon	0.849	0.849
Emc2	chr15:43527623:+	3' most exon	0.151	0.151
Eny2	chr15:44435867:+	3' most exon	0.794	0.794
Eny2	chr15:44432519:+	Intron	0.141	0.141
Eny2	chr15:44435753:+	3' most exon	0.0645	0.0645
Ebag9	chr15:44641515:+	3' most exon	0.275	0.275
Ebag9	chr15:44640995:+	3' most exon	0.591	0.591
Ebag9	chr15:44641194:+	3' most exon	0.134	0.134
Utp23	chr15:51884542:+	3' most exon	0.217	0.217
Utp23	chr15:51882684:+	3' most exon	0.549	0.549
Utp23	chr15:51883973:+	3' most exon	0.233	0.233
Mal2	chr15:54602842:+	3' most exon	0.896	0.896
Mal2	chr15:54601011:+	3' most exon	0.104	0.104
Nov	chr15:54753762:+	3' most exon	0.672	0.672
Nov	chr15:54753538:+	3' most exon	0.155	0.155
Nov	chr15:54752600:+	3' most exon	0.173	0.173
Mtbp	chr15:55626423:+	3' most exon	0.84	0.84
Mtbp	chr15:55565651:+	Intron	0.0733	0.0733
Mtbp	chr15:55626253:+	3' most exon	0.0864	0.0864
Zhx2	chr15:57697072:+	Intron	0.0853	0.0853
Zhx2	chr15:57839827:+	3' most exon	0.405	0.405
Zhx2	chr15:57828085:+	Intron	0.0989	0.0989
Zhx2	chr15:57696883:+	Intron	0.254	0.254
Zhx2	chr15:57696711:+	Intron	0.157	0.157
Tbc1d31	chr15:57970062:+	3' most exon	0.88	0.88
Tbc1d31	chr15:57959403:+	Intron	0.12	0.12
Fam91a1	chr15:58457739:+	3' most exon	0.784	0.784
Fam91a1	chr15:58456621:+	3' most exon	0.123	0.123
Fam91a1	chr15:58456391:+	3' most exon	0.093	0.093
Rnf139	chr15:58900385:+	3' most exon	0.872	0.872
Rnf139	chr15:58899494:+	3' most exon	0.0567	0.0567
Rnf139	chr15:58898914:+	3' most exon	0.0712	0.0712
Nsmce2	chr15:59601630:+	3' most exon	0.723	0.723
Nsmce2	chr15:59601429:+	3' most exon	0.277	0.277
Efr3a	chr15:65874189:+	3' most exon	0.0544	0.0544
Efr3a	chr15:65872523:+	3' most exon	0.288	0.288
Efr3a	chr15:65873760:+	3' most exon	0.593	0.593
Efr3a	chr15:65873125:+	3' most exon	0.0643	0.0643
Phf20l1	chr15:66645073:+	3' most exon	0.355	0.355
Phf20l1	chr15:66610784:+	Intron	0.153	0.153
Phf20l1	chr15:66647968:+	3' most exon	0.113	0.113
Phf20l1	chr15:66643780:+	3' most exon	0.282	0.282
Phf20l1	chr15:66610099:+	Intron	0.0973	0.0973
Wisp1	chr15:66923201:+	3' most exon	0.365	0.365
Wisp1	chr15:66908029:+	Intron	0.147	0.147
Wisp1	chr15:66919997:+	3' most exon	0.182	0.182
Wisp1	chr15:66923036:+	3' most exon	0.242	0.242
Wisp1	chr15:66920140:+	3' most exon	0.0635	0.0635
Khdrbs3	chr15:69093519:+	3' most exon	0.864	0.864
Khdrbs3	chr15:69101215:+	3' most exon	0.0517	0.0517
Khdrbs3	chr15:69093107:+	3' most exon	0.0848	0.0848
Them6	chr15:74724432:+	3' most exon	0.787	0.787
Them6	chr15:74723697:+	3' most exon	0.213	0.213
Zfp41	chr15:75625295:+	3' most exon	0.845	0.845
Zfp41	chr15:75629827:+	3' most exon	0.155	0.155
Zfp623	chr15:75949402:+	3' most exon	0.422	0.422
Zfp623	chr15:75954422:+	3' most exon	0.184	0.184
Zfp623	chr15:75949295:+	3' most exon	0.394	0.394
Exosc4	chr15:76330675:+	3' most exon	0.202	0.202
Exosc4	chr15:76329760:+	3' most exon	0.798	0.798
Gpaa1	chr15:76338400:+	3' most exon	0.88	0.88
Gpaa1	chr15:76334900:+	3' most exon	0.12	0.12
Cyc1	chr15:76345978:+	3' most exon	0.539	0.539
Cyc1	chr15:76345875:+	3' most exon	0.461	0.461
Hgh1	chr15:76371409:+	3' most exon	0.88	0.88
Hgh1	chr15:76371521:+	3' most exon	0.12	0.12
Hsf1	chr15:76501042:+	3' most exon	0.282	0.282
Hsf1	chr15:76500923:+	3' most exon	0.718	0.718
Slc52a2	chr15:76541390:+	3' most exon	0.706	0.706
Slc52a2	chr15:76540116:+	Internal exon	0.0951	0.0951
Slc52a2	chr15:76542133:+	3' most exon	0.198	0.198
Commd5	chr15:76901889:+	3' most exon	0.159	0.159
Commd5	chr15:76901305:+	3' most exon	0.841	0.841
Rpl8	chr15:76906283:+	3' most exon	0.861	0.861
Rpl8	chr15:76905014:+	Internal exon	0.0553	0.0553
Rpl8	chr15:76905927:+	Internal exon	0.0834	0.0834
Triobp	chr15:79005869:+	3' most exon	0.759	0.759
Triobp	chr15:78994766:+	Intron	0.241	0.241
Polr2f	chr15:79151727:+	3' most exon	0.844	0.844
Polr2f	chr15:79146155:+	Internal exon	0.156	0.156
Gm10863	chr15:79222211:+	3' most exon	0.487	0.487
Gm10863	chr15:79218710:+	3' most exon	0.513	0.513
Kdelr3	chr15:79528334:+	3' most exon	0.445	0.445
Kdelr3	chr15:79527739:+	3' most exon	0.555	0.555
Apobec3	chr15:79916013:+	3' most exon	0.0946	0.0946
Apobec3	chr15:79907913:+	3' most exon	0.623	0.623
Apobec3	chr15:79915874:+	3' most exon	0.283	0.283
Syngr1	chr15:80119470:+	3' most exon	0.486	0.486
Syngr1	chr15:80116270:+	3' most exon	0.0705	0.0705
Syngr1	chr15:80113437:+	Intron	0.444	0.444
Tab1	chr15:80161735:+	3' most exon	0.915	0.915
Tab1	chr15:80133513:+	Intron	0.0846	0.0846
Mief1	chr15:80253371:+	3' most exon	0.763	0.763
Mief1	chr15:80252762:+	3' most exon	0.237	0.237
Tnrc6b	chr15:80941086:+	3' most exon	0.89	0.89
Tnrc6b	chr15:80929882:+	3' most exon	0.11	0.11
Adsl	chr15:80953028:+	Intron	0.0701	0.0701
Adsl	chr15:80969128:+	3' most exon	0.93	0.93
Sgsm3	chr15:81012290:+	3' most exon	0.22	0.22
Sgsm3	chr15:81012071:+	3' most exon	0.78	0.78
Xpnpep3	chr15:81457472:+	3' most exon	0.89	0.89
Xpnpep3	chr15:81401144:+	Intron	0.11	0.11
Rbx1	chr15:81476298:+	3' most exon	0.196	0.196
Rbx1	chr15:81475172:+	3' most exon	0.28	0.28
Rbx1	chr15:81471217:+	Intron	0.251	0.251
Rbx1	chr15:81475723:+	3' most exon	0.0759	0.0759
Rbx1	chr15:81475427:+	3' most exon	0.196	0.196
Srebf2	chr15:82205352:+	3' most exon	0.847	0.847
Srebf2	chr15:82204678:+	3' most exon	0.153	0.153
1500009C09Rik	chr15:82260740:+	3' most exon	0.845	0.845
1500009C09Rik	chr15:82260281:+	3' most exon	0.0752	0.0752
1500009C09Rik	chr15:82259925:+	3' most exon	0.0798	0.0798
Smdt1	chr15:82349033:+	3' most exon	0.146	0.146
Smdt1	chr15:82348037:+	Internal exon	0.575	0.575
Smdt1	chr15:82349185:+	3' most exon	0.279	0.279
Bik	chr15:83544632:+	3' most exon	0.862	0.862
Bik	chr15:83544356:+	3' most exon	0.138	0.138
Prr5	chr15:84703673:+	3' most exon	0.929	0.929
Prr5	chr15:84706409:+	3' most exon	0.0708	0.0708
Arhgap8	chr15:84772207:+	3' most exon	0.757	0.757
Arhgap8	chr15:84777549:+	3' most exon	0.243	0.243
Nup50	chr15:84942906:+	3' most exon	0.646	0.646
Nup50	chr15:84940559:+	3' most exon	0.0766	0.0766
Nup50	chr15:84940009:+	3' most exon	0.278	0.278
Ribc2	chr15:85136971:+	Intron	0.467	0.467
Ribc2	chr15:85135909:+	Intron	0.533	0.533
Fbln1	chr15:85285664:+	3' most exon	0.224	0.224
Fbln1	chr15:85251880:+	Intron	0.776	0.776
Atxn10	chr15:85463212:+	3' most exon	0.815	0.815
Atxn10	chr15:85463837:+	3' most exon	0.0696	0.0696
Atxn10	chr15:85463065:+	3' most exon	0.115	0.115
Ttc38	chr15:85858822:+	3' most exon	0.843	0.843
Ttc38	chr15:85858373:+	3' most exon	0.157	0.157
Trmu	chr15:85897394:+	3' most exon	0.946	0.946
Trmu	chr15:85899019:+	3' most exon	0.0545	0.0545
Gramd4	chr15:86137626:+	3' most exon	0.56	0.56
Gramd4	chr15:86137523:+	3' most exon	0.44	0.44
Fam19a5	chr15:87759364:+	3' most exon	0.296	0.296
Fam19a5	chr15:87758276:+	3' most exon	0.704	0.704
Zbed4	chr15:88784490:+	3' most exon	0.598	0.598
Zbed4	chr15:88779808:+	3' most exon	0.18	0.18
Zbed4	chr15:88770746:+	Intron	0.165	0.165
Zbed4	chr15:88784067:+	3' most exon	0.0568	0.0568
Creld2	chr15:88826683:+	3' most exon	0.938	0.938
Creld2	chr15:88826512:+	3' most exon	0.0623	0.0623
Panx2	chr15:89070368:+	3' most exon	0.124	0.124
Panx2	chr15:89070904:+	3' most exon	0.876	0.876
Trabd	chr15:89087073:+	3' most exon	0.765	0.765
Trabd	chr15:89086133:+	3' most exon	0.235	0.235
Ppp6r2	chr15:89286953:+	3' most exon	0.494	0.494
Ppp6r2	chr15:89286293:+	3' most exon	0.506	0.506
Ncaph2	chr15:89372780:+	3' most exon	0.23	0.23
Ncaph2	chr15:89371580:+	3' most exon	0.602	0.602
Ncaph2	chr15:89371407:+	3' most exon	0.168	0.168
C730034F03Rik	chr15:89430990:+	Single exon	0.512	0.512
C730034F03Rik	chr15:89430675:+	3' most exon	0.406	0.406
C730034F03Rik	chr15:89430438:+	3' most exon	0.0815	0.0815
Mapk8ip2	chr15:89464468:+	3' most exon	0.338	0.338
Mapk8ip2	chr15:89462447:+	3' most exon	0.662	0.662
C230037L18Rik	chr15:89484772:+	3' most exon	0.222	0.222
C230037L18Rik	chr15:89476773:+	Intron	0.503	0.503
C230037L18Rik	chr15:89481882:+	Intron	0.0915	0.0915
C230037L18Rik	chr15:89486541:+	3' most exon	0.101	0.101
C230037L18Rik	chr15:89477929:+	Internal exon	0.0818	0.0818
Lrrk2	chr15:91816028:+	3' most exon	0.904	0.904
Lrrk2	chr15:91824727:+	3' most exon	0.096	0.096
Cntn1	chr15:92341953:+	3' most exon	0.642	0.642
Cntn1	chr15:92286006:+	Intron	0.0642	0.0642
Cntn1	chr15:92341762:+	3' most exon	0.294	0.294
Pdzrn4	chr15:92771822:+	3' most exon	0.777	0.777
Pdzrn4	chr15:92775560:+	3' most exon	0.168	0.168
Pdzrn4	chr15:92681505:+	Intron	0.0555	0.0555
Pphln1	chr15:93491913:+	3' most exon	0.66	0.66
Pphln1	chr15:93489316:+	3' most exon	0.209	0.209
Pphln1	chr15:93491696:+	3' most exon	0.131	0.131
Irak4	chr15:94568908:+	3' most exon	0.457	0.457
Irak4	chr15:94544735:+	Intron	0.109	0.109
Irak4	chr15:94567068:+	3' most exon	0.123	0.123
Irak4	chr15:94567693:+	3' most exon	0.312	0.312
Tmem117	chr15:95096098:+	3' most exon	0.949	0.949
Tmem117	chr15:95002954:+	Intron	0.0511	0.0511
Ano6	chr15:95975425:+	3' most exon	0.505	0.505
Ano6	chr15:95974777:+	3' most exon	0.298	0.298
Ano6	chr15:95974659:+	3' most exon	0.197	0.197
Arid2	chr15:96404913:+	3' most exon	0.395	0.395
Arid2	chr15:96403528:+	3' most exon	0.415	0.415
Arid2	chr15:96402316:+	3' most exon	0.189	0.189
Slc48a1	chr15:97791780:+	3' most exon	0.903	0.903
Slc48a1	chr15:97792692:+	3' most exon	0.0973	0.0973
Ccdc184	chr15:98170132:+	3' most exon	0.157	0.157
Ccdc184	chr15:98169244:+	3' most exon	0.843	0.843
9330020H09Rik	chr15:98568311:+	3' most exon	0.927	0.927
9330020H09Rik	chr15:98569612:+	3' most exon	0.0733	0.0733
Tmbim6	chr15:99410048:+	3' most exon	0.936	0.936
Tmbim6	chr15:99407344:+	Intron	0.0643	0.0643
Aqp5	chr15:99594822:+	3' most exon	0.881	0.881
Aqp5	chr15:99594671:+	3' most exon	0.119	0.119
Asic1	chr15:99701130:+	3' most exon	0.84	0.84
Asic1	chr15:99700343:+	3' most exon	0.16	0.16
Gpd1	chr15:99725008:+	3' most exon	0.893	0.893
Gpd1	chr15:99723794:+	3' most exon	0.107	0.107
Cox14	chr15:99728087:+	3' most exon	0.879	0.879
Cox14	chr15:99727953:+	3' most exon	0.121	0.121
Larp4	chr15:100016265:+	3' most exon	0.467	0.467
Larp4	chr15:100014415:+	3' most exon	0.154	0.154
Larp4	chr15:100016455:+	3' most exon	0.174	0.174
Larp4	chr15:100014192:+	3' most exon	0.204	0.204
Atf1	chr15:100261244:+	3' most exon	0.801	0.801
Atf1	chr15:100259916:+	3' most exon	0.101	0.101
Atf1	chr15:100261075:+	3' most exon	0.0982	0.0982
Letmd1	chr15:100479164:+	3' most exon	0.85	0.85
Letmd1	chr15:100478179:+	3' most exon	0.0988	0.0988
Letmd1	chr15:100478055:+	3' most exon	0.051	0.051
Slc4a8	chr15:100823969:+	3' most exon	0.855	0.855
Slc4a8	chr15:100816713:+	3' most exon	0.0744	0.0744
Slc4a8	chr15:100815936:+	3' most exon	0.0702	0.0702
Scn8a	chr15:101045912:+	3' most exon	0.602	0.602
Scn8a	chr15:101043797:+	3' most exon	0.173	0.173
Scn8a	chr15:101041530:+	3' most exon	0.0989	0.0989
Scn8a	chr15:100960022:+	Intron	0.0661	0.0661
Scn8a	chr15:101041099:+	3' most exon	0.0591	0.0591
Acvrl1	chr15:101143638:+	3' most exon	0.822	0.822
Acvrl1	chr15:101145336:+	3' most exon	0.178	0.178
Eif4b	chr15:102097173:+	3' most exon	0.811	0.811
Eif4b	chr15:102096507:+	3' most exon	0.136	0.136
Eif4b	chr15:102084755:+	Internal exon	0.0533	0.0533
Myg1	chr15:102338139:+	3' most exon	0.123	0.123
Myg1	chr15:102333035:+	Intron	0.0552	0.0552
Myg1	chr15:102337851:+	3' most exon	0.822	0.822
Hnrnpa1	chr15:103244962:+	Intron	0.747	0.747
Hnrnpa1	chr15:103244588:+	Intron	0.253	0.253
Nckap1l	chr15:103498810:+	3' most exon	0.625	0.625
Nckap1l	chr15:103497942:+	3' most exon	0.312	0.312
Nckap1l	chr15:103497806:+	3' most exon	0.0623	0.0623
Ghr	chr15:3317760:-	3' most exon	0.535	0.535
Ghr	chr15:3327556:-	Intron	0.298	0.298
Ghr	chr15:3319240:-	3' most exon	0.0947	0.0947
Ghr	chr15:3319587:-	3' most exon	0.0722	0.0722
Fbxo4	chr15:3965461:-	3' most exon	0.857	0.857
Fbxo4	chr15:3963576:-	3' most exon	0.143	0.143
AW549877	chr15:3982039:-	3' most exon	0.906	0.906
AW549877	chr15:3986149:-	3' most exon	0.0936	0.0936
BC037032	chr15:4016590:-	3' most exon	0.727	0.727
BC037032	chr15:4022192:-	3' most exon	0.273	0.273
Osmr	chr15:6813615:-	3' most exon	0.793	0.793
Osmr	chr15:6844248:-	Internal exon	0.0616	0.0616
Osmr	chr15:6840621:-	Intron	0.0551	0.0551
Osmr	chr15:6814286:-	3' most exon	0.0908	0.0908
Egflam	chr15:7206650:-	3' most exon	0.643	0.643
Egflam	chr15:7207041:-	3' most exon	0.357	0.357
Wdr70	chr15:7873057:-	3' most exon	0.396	0.396
Wdr70	chr15:8092227:-	Intron	0.325	0.325
Wdr70	chr15:8091655:-	Intron	0.124	0.124
Wdr70	chr15:8092800:-	Intron	0.0577	0.0577
Wdr70	chr15:8089369:-	Intron	0.0977	0.0977
Nipbl	chr15:8290352:-	3' most exon	0.146	0.146
Nipbl	chr15:8339381:-	Intron	0.165	0.165
Nipbl	chr15:8289824:-	3' most exon	0.0695	0.0695
Nipbl	chr15:8311252:-	Internal exon	0.116	0.116
Nipbl	chr15:8290929:-	3' most exon	0.297	0.297
Nipbl	chr15:8290617:-	3' most exon	0.206	0.206
Slc1a3	chr15:8634124:-	3' most exon	0.803	0.803
Slc1a3	chr15:8634358:-	3' most exon	0.197	0.197
Spef2	chr15:9578193:-	3' most exon	0.639	0.639
Spef2	chr15:9704309:-	Intron	0.361	0.361
Dnajc21	chr15:10446815:-	3' most exon	0.912	0.912
Dnajc21	chr15:10461300:-	Internal exon	0.0878	0.0878
Tars	chr15:11383662:-	3' most exon	0.759	0.759
Tars	chr15:11383774:-	3' most exon	0.241	0.241
Npr3	chr15:11839896:-	3' most exon	0.862	0.862
Npr3	chr15:11844382:-	3' most exon	0.138	0.138
Sub1	chr15:11984014:-	3' most exon	0.726	0.726
Sub1	chr15:11981336:-	3' most exon	0.0649	0.0649
Sub1	chr15:11986455:-	Intron	0.161	0.161
Sub1	chr15:11983842:-	3' most exon	0.0482	0.0482
Pdzd2	chr15:12359711:-	3' most exon	0.877	0.877
Pdzd2	chr15:12360076:-	3' most exon	0.123	0.123
6030458C11Rik	chr15:12808411:-	3' most exon	0.729	0.729
6030458C11Rik	chr15:12809035:-	3' most exon	0.191	0.191
6030458C11Rik	chr15:12808703:-	3' most exon	0.0803	0.0803
Cdh6	chr15:13028699:-	3' most exon	0.672	0.672
Cdh6	chr15:13030510:-	3' most exon	0.151	0.151
Cdh6	chr15:13029139:-	3' most exon	0.177	0.177
Basp1	chr15:25363309:-	3' most exon	0.811	0.811
Basp1	chr15:25364070:-	3' most exon	0.105	0.105
Basp1	chr15:25363527:-	3' most exon	0.084	0.084
Fbxl7	chr15:26654454:-	Intron	0.55	0.55
Fbxl7	chr15:26540459:-	3' most exon	0.228	0.228
Fbxl7	chr15:26624480:-	Intron	0.222	0.222
Trio	chr15:27730651:-	3' most exon	0.73	0.73
Trio	chr15:27743999:-	Internal exon	0.088	0.088
Trio	chr15:27747393:-	Intron	0.182	0.182
Ankrd33b	chr15:31291227:-	3' most exon	0.173	0.173
Ankrd33b	chr15:31296649:-	3' most exon	0.214	0.214
Ankrd33b	chr15:31291475:-	3' most exon	0.613	0.613
Cct5	chr15:31590915:-	3' most exon	0.878	0.878
Cct5	chr15:31590813:-	3' most exon	0.0651	0.0651
Cct5	chr15:31595551:-	Intron	0.0566	0.0566
Tspyl5	chr15:33683875:-	3' most exon	0.898	0.898
Tspyl5	chr15:33685280:-	3' most exon	0.102	0.102
Rpl30	chr15:34440788:-	Intron	0.465	0.465
Rpl30	chr15:34442542:-	Intron	0.535	0.535
Nipal2	chr15:34573047:-	3' most exon	0.3	0.3
Nipal2	chr15:34574918:-	3' most exon	0.7	0.7
Stk3	chr15:34875533:-	3' most exon	0.752	0.752
Stk3	chr15:35072528:-	Internal exon	0.129	0.129
Stk3	chr15:34875789:-	3' most exon	0.119	0.119
Pabpc1	chr15:36595663:-	3' most exon	0.782	0.782
Pabpc1	chr15:36596397:-	Intron	0.218	0.218
Ywhaz	chr15:36770804:-	3' most exon	0.243	0.243
Ywhaz	chr15:36771693:-	3' most exon	0.411	0.411
Ywhaz	chr15:36770704:-	3' most exon	0.208	0.208
Ywhaz	chr15:36771824:-	3' most exon	0.138	0.138
Zfp706	chr15:36999076:-	3' most exon	0.243	0.243
Zfp706	chr15:37000628:-	3' most exon	0.635	0.635
Zfp706	chr15:36998882:-	3' most exon	0.122	0.122
Ncald	chr15:37366265:-	3' most exon	0.73	0.73
Ncald	chr15:37367994:-	3' most exon	0.198	0.198
Ncald	chr15:37368246:-	3' most exon	0.0728	0.0728
Ubr5	chr15:37967409:-	3' most exon	0.123	0.123
Ubr5	chr15:38041807:-	Internal exon	0.0755	0.0755
Ubr5	chr15:37967877:-	3' most exon	0.802	0.802
Klf10	chr15:38294413:-	Intron	0.924	0.924
Klf10	chr15:38294957:-	Intron	0.0761	0.0761
Azin1	chr15:38488183:-	3' most exon	0.474	0.474
Azin1	chr15:38498684:-	Internal exon	0.0671	0.0671
Azin1	chr15:38489794:-	3' most exon	0.134	0.134
Azin1	chr15:38488288:-	3' most exon	0.325	0.325
Slc25a32	chr15:39091320:-	3' most exon	0.312	0.312
Slc25a32	chr15:39092418:-	3' most exon	0.117	0.117
Slc25a32	chr15:39094798:-	3' most exon	0.468	0.468
Slc25a32	chr15:39094277:-	3' most exon	0.103	0.103
Dpys	chr15:39768486:-	3' most exon	0.295	0.295
Dpys	chr15:39768894:-	3' most exon	0.705	0.705
Angpt1	chr15:42424723:-	3' most exon	0.921	0.921
Angpt1	chr15:42425537:-	3' most exon	0.0794	0.0794
Tmem74	chr15:43863345:-	3' most exon	0.355	0.355
Tmem74	chr15:43866113:-	3' most exon	0.258	0.258
Tmem74	chr15:43861620:-	3' most exon	0.208	0.208
Tmem74	chr15:43866622:-	3' most exon	0.179	0.179
Nudcd1	chr15:44375227:-	3' most exon	0.946	0.946
Nudcd1	chr15:44373165:-	3' most exon	0.0538	0.0538
Kcnv1	chr15:45105816:-	3' most exon	0.365	0.365
Kcnv1	chr15:45107792:-	3' most exon	0.157	0.157
Kcnv1	chr15:45108694:-	3' most exon	0.269	0.269
Kcnv1	chr15:45106286:-	3' most exon	0.209	0.209
Trps1	chr15:50655198:-	3' most exon	0.637	0.637
Trps1	chr15:50658273:-	3' most exon	0.233	0.233
Trps1	chr15:50656765:-	3' most exon	0.13	0.13
Ext1	chr15:53068295:-	3' most exon	0.678	0.678
Ext1	chr15:53064038:-	3' most exon	0.104	0.104
Ext1	chr15:53068544:-	3' most exon	0.218	0.218
Samd12	chr15:53453809:-	3' most exon	0.631	0.631
Samd12	chr15:53461619:-	3' most exon	0.0871	0.0871
Samd12	chr15:53462023:-	3' most exon	0.137	0.137
Samd12	chr15:53461752:-	3' most exon	0.144	0.144
Sntb1	chr15:55636395:-	3' most exon	0.838	0.838
Sntb1	chr15:55637006:-	3' most exon	0.0992	0.0992
Sntb1	chr15:55637261:-	3' most exon	0.063	0.063
Derl1	chr15:57869858:-	3' most exon	0.194	0.194
Derl1	chr15:57870622:-	3' most exon	0.331	0.331
Derl1	chr15:57871443:-	3' most exon	0.204	0.204
Derl1	chr15:57869704:-	3' most exon	0.272	0.272
Zhx1	chr15:58047065:-	3' most exon	0.194	0.194
Zhx1	chr15:58048515:-	3' most exon	0.0625	0.0625
Zhx1	chr15:58047305:-	3' most exon	0.744	0.744
Fbxo32	chr15:58175881:-	3' most exon	0.662	0.662
Fbxo32	chr15:58180099:-	3' most exon	0.338	0.338
Klhl38	chr15:58313524:-	3' most exon	0.673	0.673
Klhl38	chr15:58314571:-	3' most exon	0.17	0.17
Klhl38	chr15:58314047:-	3' most exon	0.157	0.157
Tmem65	chr15:58782387:-	3' most exon	0.264	0.264
Tmem65	chr15:58784494:-	3' most exon	0.168	0.168
Tmem65	chr15:58822843:-	5' most exon	0.0737	0.0737
Tmem65	chr15:58781249:-	3' most exon	0.0802	0.0802
Tmem65	chr15:58782792:-	3' most exon	0.238	0.238
Tmem65	chr15:58782269:-	3' most exon	0.113	0.113
Tmem65	chr15:58784377:-	3' most exon	0.0628	0.0628
Tatdn1	chr15:58901018:-	Intron	0.46	0.46
Tatdn1	chr15:58900079:-	Intron	0.111	0.111
Tatdn1	chr15:58909415:-	Intron	0.22	0.22
Tatdn1	chr15:58904794:-	Internal exon	0.208	0.208
Washc5	chr15:59331971:-	3' most exon	0.692	0.692
Washc5	chr15:59329155:-	3' most exon	0.15	0.15
Washc5	chr15:59332120:-	3' most exon	0.158	0.158
Fam84b	chr15:60818992:-	3' most exon	0.0888	0.0888
Fam84b	chr15:60820413:-	3' most exon	0.139	0.139
Fam84b	chr15:60819316:-	3' most exon	0.628	0.628
Fam84b	chr15:60819529:-	3' most exon	0.145	0.145
Fam49b	chr15:63929174:-	3' most exon	0.405	0.405
Fam49b	chr15:63930942:-	3' most exon	0.595	0.595
Asap1	chr15:64086855:-	3' most exon	0.422	0.422
Asap1	chr15:64088591:-	3' most exon	0.578	0.578
Kcnq3	chr15:65986402:-	3' most exon	0.621	0.621
Kcnq3	chr15:65989853:-	3' most exon	0.0724	0.0724
Kcnq3	chr15:65991180:-	3' most exon	0.15	0.15
Kcnq3	chr15:65990488:-	3' most exon	0.0866	0.0866
Kcnq3	chr15:65994730:-	3' most exon	0.0707	0.0707
St3gal1	chr15:67102875:-	3' most exon	0.677	0.677
St3gal1	chr15:67106287:-	3' most exon	0.241	0.241
St3gal1	chr15:67142736:-	Intron	0.0822	0.0822
Fam135b	chr15:71438951:-	3' most exon	0.902	0.902
Fam135b	chr15:71622008:-	Internal exon	0.0977	0.0977
Kcnk9	chr15:72501873:-	3' most exon	0.503	0.503
Kcnk9	chr15:72506986:-	3' most exon	0.497	0.497
Trappc9	chr15:72805600:-	Intron	0.684	0.684
Trappc9	chr15:72589620:-	3' most exon	0.316	0.316
Ago2	chr15:73095919:-	3' most exon	0.415	0.415
Ago2	chr15:73098592:-	3' most exon	0.375	0.375
Ago2	chr15:73098463:-	3' most exon	0.0583	0.0583
Ago2	chr15:73106050:-	3' most exon	0.152	0.152
Ptk2	chr15:73205154:-	3' most exon	0.279	0.279
Ptk2	chr15:73329978:-	Intron	0.152	0.152
Ptk2	chr15:73407297:-	Intron	0.143	0.143
Ptk2	chr15:73205392:-	3' most exon	0.323	0.323
Ptk2	chr15:73320775:-	Internal exon	0.103	0.103
Slc45a4	chr15:73580336:-	3' most exon	0.699	0.699
Slc45a4	chr15:73577418:-	3' most exon	0.201	0.201
Slc45a4	chr15:73581570:-	3' most exon	0.0997	0.0997
Jrk	chr15:74704503:-	3' most exon	0.614	0.614
Jrk	chr15:74704631:-	3' most exon	0.386	0.386
Lynx1	chr15:74747884:-	3' most exon	0.644	0.644
