Gene_Symbol	Ensemble_ID	Peak_ID	Chromosome	Peak_Start	Peak_End	Strand
Ube2j2	ENSMUSG00000023286.16	ENSMUSG00000023286.16_1_1	4	155957286	155957693	+
Ache	ENSMUSG00000023328.14	ENSMUSG00000023328.14_1_1	5	137294144	137294433	+
Dtwd1	ENSMUSG00000023330.12	ENSMUSG00000023330.12_1_1	2	126164887	126165264	+
Wfdc1	ENSMUSG00000023336.6	ENSMUSG00000023336.6_2_1	8;8	119687710;119687932	119687931;119688209	+;+
Poc1a	ENSMUSG00000023345.17	ENSMUSG00000023345.17_1_1	9	106349715	106349869	+
Poc1a	ENSMUSG00000023345.17	ENSMUSG00000023345.17_1_2	9	106350208	106350496	+
Trip6	ENSMUSG00000023348.11	ENSMUSG00000023348.11_2_1	5;5	137309971;137310176	137310175;137310328	-;-
Agap3	ENSMUSG00000023353.14	ENSMUSG00000023353.14_2_1	5	24482793	24483166	+
Agap3	ENSMUSG00000023353.14	ENSMUSG00000023353.14_3_1	5	24501656	24502032	+
Tmem176a	ENSMUSG00000023367.14	ENSMUSG00000023367.14_2_1	6	48845129	48845346	+
Dlx2	ENSMUSG00000023391.8	ENSMUSG00000023391.8_1_1	2	71543416	71543801	-
Pisd	ENSMUSG00000023452.19	ENSMUSG00000023452.19_1_1	5	32736881	32736995	-
Pisd	ENSMUSG00000023452.19	ENSMUSG00000023452.19_1_2	5	32736318	32736687	-
Tpi1	ENSMUSG00000023456.15	ENSMUSG00000023456.15_1_1	6	124810733	124811107	-
Rab12	ENSMUSG00000023460.12	ENSMUSG00000023460.12_1_1	17	66495071	66495227	-
Rab12	ENSMUSG00000023460.12	ENSMUSG00000023460.12_1_2	17	66494520	66494910	-
Celsr3	ENSMUSG00000023473.12	ENSMUSG00000023473.12_1_1	9	108852561	108852951	+
Pcbp4	ENSMUSG00000023495.13	ENSMUSG00000023495.13_2_1	9	106463614	106463988	+
Fam132a	ENSMUSG00000023571.4	ENSMUSG00000023571.4_1_1	4	155965920	155966613	+
Ccndbp1	ENSMUSG00000023572.16	ENSMUSG00000023572.16_2_1	2	121016502	121016885	+
Ogfod2	ENSMUSG00000023707.13	ENSMUSG00000023707.13_2_1	5	124114843	124114956	+
Ogfod2	ENSMUSG00000023707.13	ENSMUSG00000023707.13_2_2	5	124115179	124115394	+
Mrps23	ENSMUSG00000023723.17	ENSMUSG00000023723.17_2_1	11	88210683	88210914	+
Mrps23	ENSMUSG00000023723.17	ENSMUSG00000023723.17_2_2	11	88211130	88211479	+
Rhebl1	ENSMUSG00000023755.10	ENSMUSG00000023755.10_2_1	15	98877789	98878155	-
Sfi1	ENSMUSG00000023764.18	ENSMUSG00000023764.18_2_1	11	3131898	3132313	-
Pigx	ENSMUSG00000023791.16	ENSMUSG00000023791.16_1_1	16	32084434	32084601	-
Rps6ka2	ENSMUSG00000023809.10	ENSMUSG00000023809.10_2_1	17;17	7302629;7302910	7302909;7303307	+;+
Park2	ENSMUSG00000023826.15	ENSMUSG00000023826.15_2_2	17	12062987	12063347	+
Agpat4	ENSMUSG00000023827.8	ENSMUSG00000023827.8_1_1	17	12219354	12219634	+
Igf2r	ENSMUSG00000023830.13	ENSMUSG00000023830.13_1_2	17	12682416	12682763	-
Acat2	ENSMUSG00000023832.13	ENSMUSG00000023832.13_1_1	17	12943016	12943429	-
Lnpep	ENSMUSG00000023845.7	ENSMUSG00000023845.7_1_5	17	17521419	17521778	-
Chd1	ENSMUSG00000023852.14	ENSMUSG00000023852.14_3_1	17	15771123	15771466	+
Mpc1	ENSMUSG00000023861.17	ENSMUSG00000023861.17_1_1	17	8297245	8297639	+
Pde10a	ENSMUSG00000023868.16	ENSMUSG00000023868.16_2_1	17	8986234	8986632	+
RP23-67C3.2	ENSMUSG00000023873.12	ENSMUSG00000023873.12_1_1	17	9007991	9008285	+
Zfp54	ENSMUSG00000023882.15	ENSMUSG00000023882.15_1_1	17	21434826	21435122	+
Phf10	ENSMUSG00000023883.13	ENSMUSG00000023883.13_1_1	17	14945049	14945179	-
Thbs2	ENSMUSG00000023885.9	ENSMUSG00000023885.9_1_2	17	14666327	14666639	-
Thbs2	ENSMUSG00000023885.9	ENSMUSG00000023885.9_1_3	17	14665543	14665846	-
Smoc2	ENSMUSG00000023886.9	ENSMUSG00000023886.9_1_1	17;17	14404254;14404448	14404447;14404731	+;+
Hcfc1r1	ENSMUSG00000023904.10	ENSMUSG00000023904.10_1_1	17	23674893	23675209	+
Tnfrsf12a	ENSMUSG00000023905.14	ENSMUSG00000023905.14_1_1	17	23675464	23675840	-
Pkmyt1	ENSMUSG00000023908.7	ENSMUSG00000023908.7_1_1	17	23736344	23736689	+
Paqr4	ENSMUSG00000023909.3	ENSMUSG00000023909.3_1_1	17	23737327	23737565	-
Paqr4	ENSMUSG00000023909.3	ENSMUSG00000023909.3_1_2	17	23736774	23737049	-
Paqr4	ENSMUSG00000023909.3	ENSMUSG00000023909.3_1_3	17	23736218	23736545	-
Flywch2	ENSMUSG00000023911.12	ENSMUSG00000023911.12_1_1	17	23776938	23777097	-
Pla2g7	ENSMUSG00000023913.17	ENSMUSG00000023913.17_1_1	17	43611861	43612194	+
Tnfrsf21	ENSMUSG00000023915.4	ENSMUSG00000023915.4_1_2	17	43088738	43089168	+
Adgrf4	ENSMUSG00000023918.12	ENSMUSG00000023918.12_2_2	17	42656953	42657243	-
Cenpq	ENSMUSG00000023919.7	ENSMUSG00000023919.7_1_1	17	40923062	40923457	-
Mut	ENSMUSG00000023921.8	ENSMUSG00000023921.8_1_2	17;17	40961290;40961642	40961641;40961941	+;+
Tbc1d5	ENSMUSG00000023923.10	ENSMUSG00000023923.10_1_1	17	50733900	50734269	-
Tbc1d5	ENSMUSG00000023923.10	ENSMUSG00000023923.10_1_2	17	50733145	50733506	-
Satb1	ENSMUSG00000023927.15	ENSMUSG00000023927.15_1_1	17;17	51739412;51739566	51739565;51739742	-;-
Satb1	ENSMUSG00000023927.15	ENSMUSG00000023927.15_1_2	17;17	51738702;51738968	51738967;51739159	-;-
Satb1	ENSMUSG00000023927.15	ENSMUSG00000023927.15_1_3	17	51736699	51736894	-
Satb1	ENSMUSG00000023927.15	ENSMUSG00000023927.15_1_4	17	51736249	51736526	-
Cdc5l	ENSMUSG00000023932.8	ENSMUSG00000023932.8_1_1	17	45391926	45392271	-
Aars2	ENSMUSG00000023938.7	ENSMUSG00000023938.7_1_1	17	45520382	45520829	+
Mrpl14	ENSMUSG00000023939.7	ENSMUSG00000023939.7_1_1	17	45698099	45698482	+
Slc29a1	ENSMUSG00000023942.15	ENSMUSG00000023942.15_1_1	17	45585207	45585596	-
Vegfa	ENSMUSG00000023951.17	ENSMUSG00000023951.17_1_1	17;17	46017010;46017340	46017339;46017484	-;-
Gtpbp2	ENSMUSG00000023952.13	ENSMUSG00000023952.13_1_1	17	46168975	46169363	+
Enpp4	ENSMUSG00000023961.16	ENSMUSG00000023961.16_1_1	17	44096299	44096696	-
Cyp39a1	ENSMUSG00000023963.9	ENSMUSG00000023963.9_1_1	17	43750448	43750855	+
Fbxl17	ENSMUSG00000023965.13	ENSMUSG00000023965.13_1_1	17	63059474	63059845	-
Rsph9	ENSMUSG00000023966.8	ENSMUSG00000023966.8_1_1	17	46129283	46129487	-
Mrps18a	ENSMUSG00000023967.9	ENSMUSG00000023967.9_2_1	17	46128536	46128893	+
Ptk7	ENSMUSG00000023972.9	ENSMUSG00000023972.9_1_1	17	46564519	46564908	-
Cnpy3	ENSMUSG00000023973.13	ENSMUSG00000023973.13_1_1	17	46746951	46747247	-
Cnpy3	ENSMUSG00000023973.13	ENSMUSG00000023973.13_2_1	17;17	46735778;46736109	46736108;46736334	-;-
Ubr2	ENSMUSG00000023977.15	ENSMUSG00000023977.15_1_1	17;17	46928297;46928698	46928697;46928937	-;-
Taf8	ENSMUSG00000023980.6	ENSMUSG00000023980.6_1_1	17	47488318	47488653	-
Bysl	ENSMUSG00000023988.8	ENSMUSG00000023988.8_1_1	17	47601157	47601580	-
Bysl	ENSMUSG00000023988.8	ENSMUSG00000023988.8_1_3	17	47600426	47600745	-
Tfeb	ENSMUSG00000023990.18	ENSMUSG00000023990.18_2_1	17	47792012	47792395	+
Foxp4	ENSMUSG00000023991.16	ENSMUSG00000023991.16_1_2	17	47867199	47867449	-
Trem2	ENSMUSG00000023992.14	ENSMUSG00000023992.14_1_1	17	48351807	48352250	+
Nfya	ENSMUSG00000023994.13	ENSMUSG00000023994.13_1_1	17	48386903	48387261	-
Brd4	ENSMUSG00000024002.17	ENSMUSG00000024002.17_1_1	17	32204953	32205297	-
Brd4	ENSMUSG00000024002.17	ENSMUSG00000024002.17_2_2	17	32196263	32196662	-
Stk38	ENSMUSG00000024006.16	ENSMUSG00000024006.16_1_1	17	28970903	28971256	-
Ppil1	ENSMUSG00000024007.14	ENSMUSG00000024007.14_1_1	17;17	29250851;29251205	29251204;29251434	-;-
Cpne5	ENSMUSG00000024008.15	ENSMUSG00000024008.15_1_1	17	29157904	29158297	-
Mtch1	ENSMUSG00000024012.17	ENSMUSG00000024012.17_1_1	17	29332610	29332733	-
Mtch1	ENSMUSG00000024012.17	ENSMUSG00000024012.17_1_2	17	29332088	29332458	-
Fgd2	ENSMUSG00000024013.14	ENSMUSG00000024013.14_1_1	17	29379121	29379497	+
Ccdc167	ENSMUSG00000024018.17	ENSMUSG00000024018.17_1_1	17	29704283	29704459	-
Cmtr1	ENSMUSG00000024019.17	ENSMUSG00000024019.17_1_1	17	29702989	29703337	+
Cmtr1	ENSMUSG00000024019.17	ENSMUSG00000024019.17_1_2	17	29705650	29705910	+
Glo1	ENSMUSG00000024026.12	ENSMUSG00000024026.12_1_1	17;17	30593575;30593880	30593879;30594200	-;-
Glo1	ENSMUSG00000024026.12	ENSMUSG00000024026.12_1_2	17	30592903	30593198	-
Abcg1	ENSMUSG00000024030.6	ENSMUSG00000024030.6_1_1	17	31115387	31115755	+
Rsph1	ENSMUSG00000024033.9	ENSMUSG00000024033.9_1_1	17	31255040	31255195	-
Slc37a1	ENSMUSG00000024036.15	ENSMUSG00000024036.15_1_1	17	31350305	31350700	+
Wdr4	ENSMUSG00000024037.12	ENSMUSG00000024037.12_2_1	17	31496159	31496500	-
Wdr4	ENSMUSG00000024037.12	ENSMUSG00000024037.12_2_2	17	31494370	31494649	-
Ndufv3	ENSMUSG00000024038.16	ENSMUSG00000024038.16_2_1	17	31531110	31531337	+
Cbs	ENSMUSG00000024039.14	ENSMUSG00000024039.14_1_1	17	31612658	31613021	-
Epb41l3	ENSMUSG00000024044.17	ENSMUSG00000024044.17_2_2	17	69289555	69289972	+
Akap8	ENSMUSG00000024045.5	ENSMUSG00000024045.5_1_1	17	32305103	32305256	-
Akap8	ENSMUSG00000024045.5	ENSMUSG00000024045.5_1_2	17	32304785	32304946	-
Akap8	ENSMUSG00000024045.5	ENSMUSG00000024045.5_1_3	17	32303703	32304060	-
Myl12a	ENSMUSG00000024048.14	ENSMUSG00000024048.14_1_1	17	70994290	70994663	-
Wiz	ENSMUSG00000024050.16	ENSMUSG00000024050.16_1_1	17;17	32354070;32354298	32354297;32354472	-;-
Lpin2	ENSMUSG00000024052.17	ENSMUSG00000024052.17_2_1	17	71249429	71249800	+
Emilin2	ENSMUSG00000024053.10	ENSMUSG00000024053.10_1_1	17	71252211	71252582	-
Smchd1	ENSMUSG00000024054.13	ENSMUSG00000024054.13_1_1	17	71344504	71344889	-
Cyp4f13	ENSMUSG00000024055.14	ENSMUSG00000024055.14_1_1	17	32924716	32924987	-
Clip4	ENSMUSG00000024059.10	ENSMUSG00000024059.10_3_4	17	71857970	71858330	+
Lbh	ENSMUSG00000024063.12	ENSMUSG00000024063.12_1_1	17	72939286	72939527	+
Lbh	ENSMUSG00000024063.12	ENSMUSG00000024063.12_1_2	17	72941698	72941946	+
Galnt14	ENSMUSG00000024064.13	ENSMUSG00000024064.13_2_1	17	73493766	73494172	-
Ehd3	ENSMUSG00000024065.7	ENSMUSG00000024065.7_1_1	17	73831699	73832088	+
Dpy30	ENSMUSG00000024067.13	ENSMUSG00000024067.13_1_1	17	74299488	74299801	-
Spast	ENSMUSG00000024068.7	ENSMUSG00000024068.7_1_1	17	74388219	74388400	+
Spast	ENSMUSG00000024068.7	ENSMUSG00000024068.7_1_2	17	74390700	74391103	+
Prkd3	ENSMUSG00000024070.15	ENSMUSG00000024070.15_2_2	17	78949428	78949780	-
Yipf4	ENSMUSG00000024072.8	ENSMUSG00000024072.8_1_1	17	74498999	74499298	+
Birc6	ENSMUSG00000024073.15	ENSMUSG00000024073.15_2_1	17	74702253	74702614	+
Birc6	ENSMUSG00000024073.15	ENSMUSG00000024073.15_2_2	17;17	74702752;74703028	74703027;74703308	+;+
Strn	ENSMUSG00000024077.15	ENSMUSG00000024077.15_1_1	17	78652496	78652704	-
Strn	ENSMUSG00000024077.15	ENSMUSG00000024077.15_1_2	17	78649936	78650264	-
Ttc27	ENSMUSG00000024078.6	ENSMUSG00000024078.6_1_1	17	74863359	74863560	+
Cebpz	ENSMUSG00000024081.8	ENSMUSG00000024081.8_1_1	17	78919782	78920013	-
Ndufaf7	ENSMUSG00000024082.4	ENSMUSG00000024082.4_1_1	17;17	78946901;78947176	78947175;78947464	+;+
Ndufaf7	ENSMUSG00000024082.4	ENSMUSG00000024082.4_1_2	17	78947688	78947891	+
Pja2	ENSMUSG00000024083.15	ENSMUSG00000024083.15_1_1	17	64281024	64281402	-
Qpct	ENSMUSG00000024084.7	ENSMUSG00000024084.7_1_1	17	79089802	79090259	+
Man2a1	ENSMUSG00000024085.13	ENSMUSG00000024085.13_1_2	17	64754722	64755101	+
Cyp1b1	ENSMUSG00000024087.3	ENSMUSG00000024087.3_1_2	17	79706957	79707327	-
Vapa	ENSMUSG00000024091.8	ENSMUSG00000024091.8_1_1	17	65580679	65580822	-
Vapa	ENSMUSG00000024091.8	ENSMUSG00000024091.8_1_2	17	65580070	65580446	-
Hnrnpll	ENSMUSG00000024095.15	ENSMUSG00000024095.15_1_1	17	80030420	80030508	-
Hnrnpll	ENSMUSG00000024095.15	ENSMUSG00000024095.15_1_2	17;17	80029547;80029879	80029878;80030200	-;-
Ralbp1	ENSMUSG00000024096.16	ENSMUSG00000024096.16_1_1	17	65849792	65849978	-
Srsf7	ENSMUSG00000024097.10	ENSMUSG00000024097.10_1_2	17	80200110	80200436	-
Twsg1	ENSMUSG00000024098.5	ENSMUSG00000024098.5_1_1	17	65923083	65923460	-
Ndufv2	ENSMUSG00000024099.14	ENSMUSG00000024099.14_1_1	17	66079451	66079580	-
Washc1	ENSMUSG00000024101.14	ENSMUSG00000024101.14_1_2	17	66120172	66120443	+
Washc2	ENSMUSG00000024104.11	ENSMUSG00000024104.11_1_1	6	116262347	116262663	+
Nrxn1	ENSMUSG00000024109.18	ENSMUSG00000024109.18_2_2	17	90033970	90034338	-
Cacna1h	ENSMUSG00000024112.16	ENSMUSG00000024112.16_1_1	17	25374297	25374674	-
RP23-35F19.3	ENSMUSG00000024118.14	ENSMUSG00000024118.14_1_1	17;17	24215160;24215558	24215557;24215929	-;-
Lrpprc	ENSMUSG00000024120.12	ENSMUSG00000024120.12_1_1	17;17	84705237;84705350	84705349;84705449	-;-
Pdpk1	ENSMUSG00000024122.16	ENSMUSG00000024122.16_1_2	17	24073700	24074079	-
Abca3	ENSMUSG00000024130.15	ENSMUSG00000024130.15_1_1	17	24409803	24410193	+
Eci1	ENSMUSG00000024132.5	ENSMUSG00000024132.5_1_1	17	24438975	24439267	+
Srbd1	ENSMUSG00000024135.9	ENSMUSG00000024135.9_1_1	17	85984696	85985066	-
E4f1	ENSMUSG00000024137.9	ENSMUSG00000024137.9_1_1	17	24443836	24444164	-
Epas1	ENSMUSG00000024140.9	ENSMUSG00000024140.9_1_1	17	86833019	86833397	+
Mlst8	ENSMUSG00000024142.14	ENSMUSG00000024142.14_1_1	17	24475397	24475589	-
Mlst8	ENSMUSG00000024142.14	ENSMUSG00000024142.14_1_2	17	24473576	24473923	-
Rhoq	ENSMUSG00000024143.14	ENSMUSG00000024143.14_1_1	17	86998650	86998982	+
Rhoq	ENSMUSG00000024143.14	ENSMUSG00000024143.14_1_2	17	86999688	87000021	+
Pigf	ENSMUSG00000024145.6	ENSMUSG00000024145.6_1_1	17	86997269	86997546	-
Cript	ENSMUSG00000024146.9	ENSMUSG00000024146.9_1_2	17	87035439	87035775	+
Mcfd2	ENSMUSG00000024150.11	ENSMUSG00000024150.11_2_1	17	87254678	87255050	-
Msh2	ENSMUSG00000024151.13	ENSMUSG00000024151.13_1_1	17	87723356	87723702	+
Spsb3	ENSMUSG00000024160.16	ENSMUSG00000024160.16_1_1	17	24891819	24892084	+
Mapk8ip3	ENSMUSG00000024163.17	ENSMUSG00000024163.17_1_1	17	24897541	24897922	-
Jpt2	ENSMUSG00000024165.8	ENSMUSG00000024165.8_1_1	17;17	24942239;24942482	24942481;24942848	-;-
Tmem204	ENSMUSG00000024168.7	ENSMUSG00000024168.7_1_1	17;17	25057721;25058082	25058081;25058302	-;-
Ift140	ENSMUSG00000024169.15	ENSMUSG00000024169.15_1_1	17	25099082	25099479	+
Telo2	ENSMUSG00000024170.15	ENSMUSG00000024170.15_1_1	17	25099613	25099993	-
St6gal2	ENSMUSG00000024172.10	ENSMUSG00000024172.10_2_3	17	55514236	55514580	+
Nme4	ENSMUSG00000024177.8	ENSMUSG00000024177.8_1_1	17	26091761	26092104	-
Mrpl28	ENSMUSG00000024181.8	ENSMUSG00000024181.8_1_1	17	26126285	26126594	+
Axin1	ENSMUSG00000024182.16	ENSMUSG00000024182.16_1_1	17	26195437	26195800	+
Rgs11	ENSMUSG00000024186.15	ENSMUSG00000024186.15_1_1	17	26210920	26211317	+
Fam234a	ENSMUSG00000024187.14	ENSMUSG00000024187.14_1_1	17	26212715	26213099	-
Luc7l	ENSMUSG00000024188.15	ENSMUSG00000024188.15_2_1	17	26281719	26281879	+
Luc7l	ENSMUSG00000024188.15	ENSMUSG00000024188.15_2_2	17	26285123	26285502	+
Dusp1	ENSMUSG00000024190.6	ENSMUSG00000024190.6_1_1	17	26505594	26505871	-
Bnip1	ENSMUSG00000024191.14	ENSMUSG00000024191.14_1_1	17	26792139	26792524	+
Phf1	ENSMUSG00000024193.7	ENSMUSG00000024193.7_1_1	17	26937511	26937867	+
Cuta	ENSMUSG00000024194.15	ENSMUSG00000024194.15_1_1	17	26937985	26938177	-
Plin3	ENSMUSG00000024197.9	ENSMUSG00000024197.9_1_1	17;17	56278990;56279429	56279428;56279882	-;-
Kdm4b	ENSMUSG00000024201.12	ENSMUSG00000024201.12_1_1	17	56402460	56402843	+
Uqcc2	ENSMUSG00000024208.15	ENSMUSG00000024208.15_1_1	17	27122677	27122836	-
Mllt1	ENSMUSG00000024212.8	ENSMUSG00000024212.8_1_1	17	56892617	56892987	-
Nudt3	ENSMUSG00000024213.14	ENSMUSG00000024213.14_3_1	17	27580445	27580705	-
Snrpc	ENSMUSG00000024217.9	ENSMUSG00000024217.9_1_1	17	27851660	27851952	+
Taf11	ENSMUSG00000024218.12	ENSMUSG00000024218.12_1_1	17	27901148	27901576	-
Anks1	ENSMUSG00000024219.15	ENSMUSG00000024219.15_1_1	17	28062238	28062739	+
Zfp523	ENSMUSG00000024220.13	ENSMUSG00000024220.13_1_1	17	28205479	28205872	+
Fkbp5	ENSMUSG00000024222.16	ENSMUSG00000024222.16_1_2	17	28399113	28399467	-
Pdzph1	ENSMUSG00000024227.14	ENSMUSG00000024227.14_1_1	17	58878814	58879147	-
Nudt12	ENSMUSG00000024228.12	ENSMUSG00000024228.12_2_2	17	59000130	59000576	-
Cul2	ENSMUSG00000024231.14	ENSMUSG00000024231.14_1_1	18	3434988	3435393	+
Bambi	ENSMUSG00000024232.1	ENSMUSG00000024232.1_1_1	18	3512306	3512736	+
Mtpap	ENSMUSG00000024234.6	ENSMUSG00000024234.6_1_1	18	4396384	4396756	+
Mtpap	ENSMUSG00000024234.6	ENSMUSG00000024234.6_1_2	18	4397003	4397279	+
Map3k8	ENSMUSG00000024235.10	ENSMUSG00000024235.10_1_1	18	4331342	4331823	-
Svil	ENSMUSG00000024236.18	ENSMUSG00000024236.18_1_1	18	5118848	5119261	+
Zeb1	ENSMUSG00000024238.14	ENSMUSG00000024238.14_1_1	18	5774528	5774905	+
Epc1	ENSMUSG00000024240.13	ENSMUSG00000024240.13_1_1	18	6488940	6489319	-
Epc1	ENSMUSG00000024240.13	ENSMUSG00000024240.13_2_2	18	6435958	6436303	-
Sos1	ENSMUSG00000024241.6	ENSMUSG00000024241.6_1_1	17	80397159	80397444	-
Sos1	ENSMUSG00000024241.6	ENSMUSG00000024241.6_1_3	17;17	80393874;80394053	80394052;80394353	-;-
Map4k3	ENSMUSG00000024242.14	ENSMUSG00000024242.14_1_1	17	80580530	80580909	-
Tmem178	ENSMUSG00000024245.4	ENSMUSG00000024245.4_1_1	17	81001449	81001802	+
Thumpd2	ENSMUSG00000024246.8	ENSMUSG00000024246.8_1_1	17	81026330	81026728	-
Cox7a2l	ENSMUSG00000024248.13	ENSMUSG00000024248.13_1_1	17	83501951	83502319	-
Adcyap1	ENSMUSG00000024256.6	ENSMUSG00000024256.6_1_1	17	93203983	93204190	+
Adcyap1	ENSMUSG00000024256.6	ENSMUSG00000024256.6_1_2	17	93205160	93205526	+
Polr2d	ENSMUSG00000024258.3	ENSMUSG00000024258.3_1_1	18	31796311	31796709	+
Slc25a46	ENSMUSG00000024259.8	ENSMUSG00000024259.8_1_1	18	31582284	31582539	-
Slc25a46	ENSMUSG00000024259.8	ENSMUSG00000024259.8_1_2	18;18	31581620;31581924	31581923;31582140	-;-
Slc25a46	ENSMUSG00000024259.8	ENSMUSG00000024259.8_1_3	18	31581291	31581405	-
Sap130	ENSMUSG00000024260.13	ENSMUSG00000024260.13_1_1	18	31722661	31723064	+
Syt4	ENSMUSG00000024261.5	ENSMUSG00000024261.5_1_1	18	31437821	31438193	-
Celf4	ENSMUSG00000024268.16	ENSMUSG00000024268.16_1_1	18	25486744	25486956	-
Tpgs2	ENSMUSG00000024269.11	ENSMUSG00000024269.11_1_1	18	25138638	25139016	-
Slc39a6	ENSMUSG00000024270.11	ENSMUSG00000024270.11_1_1	18	24579900	24580282	-
Elp2	ENSMUSG00000024271.7	ENSMUSG00000024271.7_1_1	18	24638428	24638806	+
2700062C07Rik	ENSMUSG00000024273.7	ENSMUSG00000024273.7_1_1	18	24477384	24477878	+
Zfp397	ENSMUSG00000024276.7	ENSMUSG00000024276.7_1_2	18	23963341	23963591	+
Zfp397	ENSMUSG00000024276.7	ENSMUSG00000024276.7_1_3	18	23964331	23964599	+
Mapre2	ENSMUSG00000024277.14	ENSMUSG00000024277.14_2_1	18	23892004	23892332	+
Mapre2	ENSMUSG00000024277.14	ENSMUSG00000024277.14_2_2	18	23893478	23893826	+
Wac	ENSMUSG00000024283.14	ENSMUSG00000024283.14_1_1	18	7926254	7926371	+
Wac	ENSMUSG00000024283.14	ENSMUSG00000024283.14_1_2	18;18	7926504;7926746	7926745;7927037	+;+
Wac	ENSMUSG00000024283.14	ENSMUSG00000024283.14_1_3	18	7927180	7927476	+
Wac	ENSMUSG00000024283.14	ENSMUSG00000024283.14_1_4	18	7928764	7928922	+
Ccny	ENSMUSG00000024286.7	ENSMUSG00000024286.7_1_2	18	9314511	9314654	-
Ccny	ENSMUSG00000024286.7	ENSMUSG00000024286.7_1_3	18	9314129	9314320	-
Thoc1	ENSMUSG00000024287.7	ENSMUSG00000024287.7_1_1	18	9993352	9993716	+
Rock1	ENSMUSG00000024290.8	ENSMUSG00000024290.8_1_2	18	10064449	10064961	-
Cyp4f14	ENSMUSG00000024292.14	ENSMUSG00000024292.14_1_1	17	32905107	32905481	-
Esco1	ENSMUSG00000024293.15	ENSMUSG00000024293.15_1_1	18	10566547	10566989	-
Mib1	ENSMUSG00000024294.13	ENSMUSG00000024294.13_1_1	18	10817339	10817741	+
Mib1	ENSMUSG00000024294.13	ENSMUSG00000024294.13_1_2	18	10818348	10818460	+
Adamts10	ENSMUSG00000024299.16	ENSMUSG00000024299.16_1_1	17	33553369	33553763	+
Dtna	ENSMUSG00000024302.16	ENSMUSG00000024302.16_1_1	18	23604009	23604191	+
Dtna	ENSMUSG00000024302.16	ENSMUSG00000024302.16_2_1	18	23634051	23634385	+
Dtna	ENSMUSG00000024302.16	ENSMUSG00000024302.16_2_2	18	23635427	23635753	+
Dtna	ENSMUSG00000024302.16	ENSMUSG00000024302.16_3_2	18;18	23659076;23659337	23659336;23659724	+;+
Cdh2	ENSMUSG00000024304.14	ENSMUSG00000024304.14_1_2	18;18	16588915;16589193	16589192;16589422	-;-
Tapbp	ENSMUSG00000024308.14	ENSMUSG00000024308.14_1_1	17	33928895	33929275	+
Pfdn6	ENSMUSG00000024309.14	ENSMUSG00000024309.14_1_1	17;17	33938944;33939025	33939024;33939109	-;-
Wdr46	ENSMUSG00000024312.9	ENSMUSG00000024312.9_1_1	17	33949354	33949674	+
Rnf138	ENSMUSG00000024317.14	ENSMUSG00000024317.14_1_1	18	21026120	21026249	+
Rnf138	ENSMUSG00000024317.14	ENSMUSG00000024317.14_1_2	18	21027147	21027513	+
Rnf138	ENSMUSG00000024317.14	ENSMUSG00000024317.14_1_3	18	21027938	21028157	+
Vps52	ENSMUSG00000024319.17	ENSMUSG00000024319.17_1_1	17	33966153	33966485	+
Vps52	ENSMUSG00000024319.17	ENSMUSG00000024319.17_1_2	17	33966729	33966957	+
Slc39a7	ENSMUSG00000024327.15	ENSMUSG00000024327.15_1_1	17	34028303	34028632	-
Col11a2	ENSMUSG00000024330.16	ENSMUSG00000024330.16_1_2	17	34066308	34066658	+
Brd2	ENSMUSG00000024335.19	ENSMUSG00000024335.19_1_1	17	34112049	34112406	-
Psmb8	ENSMUSG00000024338.14	ENSMUSG00000024338.14_1_1	17	34201210	34201414	+
Tap2	ENSMUSG00000024339.12	ENSMUSG00000024339.12_1_1	17	34215949	34216325	+
Pfdn1	ENSMUSG00000024346.5	ENSMUSG00000024346.5_1_1	18	36404092	36404441	-
Psd2	ENSMUSG00000024347.16	ENSMUSG00000024347.16_1_1	18	36014313	36014695	+
Tmem173	ENSMUSG00000024349.9	ENSMUSG00000024349.9_1_1	18;18	35733735;35734016	35734015;35734379	-;-
Dnajc18	ENSMUSG00000024350.5	ENSMUSG00000024350.5_1_1	18	35675102	35675218	-
Dnajc18	ENSMUSG00000024350.5	ENSMUSG00000024350.5_1_2	18	35671121	35671477	-
Spata24	ENSMUSG00000024352.11	ENSMUSG00000024352.11_1_1	18	35660075	35660534	-
Sil1	ENSMUSG00000024357.9	ENSMUSG00000024357.9_1_1	18	35266413	35266799	-
Hspa9	ENSMUSG00000024359.8	ENSMUSG00000024359.8_1_1	18	34938223	34938358	-
Hspa9	ENSMUSG00000024359.8	ENSMUSG00000024359.8_1_2	18	34937492	34938015	-
Etf1	ENSMUSG00000024360.7	ENSMUSG00000024360.7_2_2	18	34902817	34903116	-
Nelfe	ENSMUSG00000024369.16	ENSMUSG00000024369.16_1_1	17	34856089	34856327	+
Cdc23	ENSMUSG00000024370.16	ENSMUSG00000024370.16_2_1	18	34631018	34631258	-
C2	ENSMUSG00000024371.14	ENSMUSG00000024371.14_1_1	17	34862614	34862994	-
Epb41l4a	ENSMUSG00000024376.6	ENSMUSG00000024376.6_1_2	18	33796342	33796686	-
Stard4	ENSMUSG00000024378.9	ENSMUSG00000024378.9_1_2	18	33199214	33199639	-
Bin1	ENSMUSG00000024381.15	ENSMUSG00000024381.15_1_1	18	32435341	32435723	+
Ercc3	ENSMUSG00000024382.13	ENSMUSG00000024382.13_1_1	18	32269786	32270136	+
